,committee,date,congress,page
1985,Cmte on Anderson's bill to extend suffrage to IN territory,1811-02-11,11,17
1986,Cmte to whom recommitted bill for Georgetown Potomac Bridge,1811-02-11,11,17
1987,"Cmte to whom recommitted bill authorizing payment of certain
certificates",1811-02-11,11,17
1988,"Cmte on Gilman's motion to consider opening passage to gallery on
west side of Senate chamber",1811-02-12,11,17
1989,"Cmte on HR bill to authorize election of sheriffs in IN
territory",1811-02-12,11,17
1990,"Cmte on HR bill, r",1811-02-12,11,17
1991,"Cmte on petition of Joseph Wheaton with leave to report by bill
or otherwise",1811-02-12,11,17
1992,"Cmte on HR amendments to bill to incorporate Union Bank of
Georgetown",1811-02-12,11,17
1993,Cmte on HR bill for relief of Peter Audrain,1811-02-14,11,17
1994,Cmte on Hr bill establishing navy hospitals,1811-02-14,11,17
1995,"Cmte on HR bill authorizing Sec of state to cause general index
to laws of US to be made & printed",1811-02-16,11,17
1996,Cmte on HR bill for est trading houses with Indians,1811-02-16,11,17
1997,Cmte to whom recommitted bill for relief of David Porter,1811-02-18,11,17
1998,"Cmte on HR bill for lighthouse on Boon Island, MA, buoys at Cape
Fear",1811-02-22,11,17
1999,"Cmte on Smith(MD)'s bill, r",1811-02-23,11,17
2000,"Cmte on Cutts's bill to make final adjustment of claims to lands
in Orleans & LA territories",1811-02-23,11,18
2001,"Cmte on petition of BUS, extension of charter",1811-02-25,11,18
2002,"Cmte to whom recommitted bill for relief of collectors of ports
of Norfolk, Baltimore, and Phila",1811-02-25,11,18
2003,"Cmte on PUS's message, r",1811-02-28,11,18
2004,Cmte on HR bill authorizing loan not exceeding $5m,1811-03-01,11,18
2005,Cmte on HR bill declaring consent,1811-03-01,11,18
2006,"Cmte on HR bill to annex part of NJ to collection district of NY,
etc",1811-03-01,11,18
2007,Cmte on HR bill for relief of John Macnamara,1811-03-01,11,18
2008,Jt cmte to wait on PUS,1811-03-02,11,18
2009,"Cmte on nomination of Martin Duralde, Jr",1811-03-03,11,18
2010,Cmte on nomination of George W,1810-12-11,11,18
2011,Cmte on nomination of William Hull,1810-12-13,11,18
2012,"cmte to
consider other nominations",1811-01-10,11,18
2013,Cmte on nomination of John Smith,1811-01-22,11,18
2014,Cmte on nominations of Jacob K,1811-01-30,11,18
2015,Cmte on nomination of Oliver Wolcott,1811-02-07,11,18
2016,Cmte on nominations of Joseph Prentiss & John Hale,1811-02-11,11,18
2017,Cmte on West FL (confidential business),1811-01-03,11,19
2018,Cmte on PUS's message of day (confidential),1811-01-10,11,19
2019,"Cmte on confidential resolution from HR, r",1811-01-10,11,19
2020,Cmte to carry confidential res as amended to HR,1811-01-12,11,19
2021,Cmte to carry confidential resolution (proposed by Clay) to HR,1811-03-03,11,19
2022,"Cmte to carry message to HR that agree to amendments to Senate's
resolution",1811-03-03,11,19
2023,Cmte to tell HR that PUS signed resolution,1811-03-03,11,19
2024,"emte on HR bill authorizing appointment of agent for land office
at Kaskaskia",1809-06-08,11,2
2025,Cmte on HR bill declaring Congress's consent to SC acts,1809-06-09,11,2
2026,"cmte on elections, Hillhouse's motion",1809-06-12,11,2
2027,"Cmte on Giles's motion to inquire whether expedient to make law
for remitting penalties & forfeitures incurred by violations of
law to prohibit importation of slaves",1809-06-13,11,2
2028,"Cmte on HR bill authorizing discharge of John Heard from
imprisonment",1809-06-14,11,2
2029,cmte on HR bill to direct sale of gun boats,1809-06-16,11,2
2030,"cmte on Reed's bill to change post route from Annapolis to
Rockhall",1809-06-16,11,2
2031,"cmte on bill for remission of certain penalties & forfeitures,
3rd reading",1809-06-19,11,2
2032,"Cmte on Lloyd's bill authorizing accounting officers at treasury
dept to give credit to certain collectors of customs, etc",1809-06-21,11,2
2033,Cmte on petition of John R,1800-06-21,11,2
2034,"cmte on Leib's motion to consider if expedient to pass law for
exclusion of foreign armed vessels from US ports & harbors",1809-06-21,11,2
2035,emte on Library,1809-06-21,11,2
2036,"Cmte on HR bill making further provision for support of public
credit",1809-06-22,11,2
2037,"Cmte on HR bill making appropriations for contingent expenses of
Congress",1809-06-23,11,2
2038,Cmte on HR bill for naval establishment,1809-06-23,11,2
2039,"emte on Latrobe's letter, new Senate chamber",1809-06-28,11,3
2040,emte to wait on PUS,1809-06-28,11,3
2041,Cmte to wait on PUS,1809-03-04,11,3
2042,Cmte on nominations made March 7,1809-03-07,11,3
2043,Cmte to wait on PUS,1809-03-07,11,3
2044,Cmte on nominations not agreed to in messages of June 15 & 17,1809-06-17,11,3
2045,cmte to wait on PUS,1809-11-28,11,3
2046,cmte on Bradley's motion on letter from surveyor of public bldgs,1809-11-29,11,3
2047,"Cmte on Giles's motion on part of PUS's message, r",1809-12-01,11,3
2048,cmte report in part,1810-01-03,11,3
2049,Cmte on 22nd rule,1810-02-28,11,3
2050,cmte on enrolled bills,1809-12-01,11,3
2051,"Cmte on Leib's motion on part of PUS's message, r",1810-01-12,11,3
2052,cmte discharged (had made report),1809-12-01,11,3
2053,Cmte on petition Joseph Joshua Dyster,1809-12-05,11,3
2054,Cmte on petition of Charles Minifie,1809-12-06,11,3
2055,"Cmte on Pope's amendment to Constitution, r",1809-12-07,11,3
2056,Cmte on HR bill to extend suffrage to IN territory,1809-12-08,11,3
2057,"Cmte on petition of board of trustees for education of youth in
WDC",1809-12-11,11,4
2058,"cmte on HR bill authorizing the surveying and making of certain
roads in OH, contemplated by treaty of Brownstown, MI",1809-12-15,11,4
2059,cmte on petition of stockholders of bank of Washington,1809-12-19,11,4
2060,"Cmte on HR bill for relief of refugees from Canada and Nova
Scotia",1810-01-03,11,4
2061,cmte on HR bill for relief of William and Elias Rector,1810-01-03,11,4
2062,"Cmte on petition of Washington inhabitants, re roads",1809-12-20,11,4
2063,"cmte]

‘gt cmte on library, on Giles's motion",1809-12-20,11,4
2064,Cmte on Leib's motion for 42nd rule,1809-12-20,11,4
2065,emte on petition of Daniel Boone,1809-12-21,11,4
2066,"Cmte on Bayard's motion on reports of AG, with leave to report by
bill or otherwise",1809-12-21,11,4
2067,"cmte on Meigs's motion to inquire into expediency of establishing
land department, with leave to report by bill or otherwise",1809-12-22,11,4
2068,Cmte on Pope's bill for improvement of public roads & canals,1810-01-03,11,4
2069,"cmte on bill for relief Daniel Boone, recommitted with petition",1810-01-05,11,4
2070,"cmte on
Jan 12",1810-01-08,11,4
2071,"Cmte to consider expediency of extending by law the times of
payment for public lands",1810-01-08,11,4
2072,,1810-01-11,11,4
2073,,1810-01-11,11,4
2074,"Cmte on HR bill for relief of Harry Caldwell & Amasa Jackson,
Jeremiah Reynolds & Levin Gones",1810-01-17,11,5
2075,Cmte on HR bill for relief of John N,1810-01-19,11,5
2076,Cmte on HR bill to remove slaves from one part of DC to another,1810-01-19,11,5
2077,cmte on petition of Treasury department clerks,1810-01-19,11,5
2078,"Cmte on Reed's amendment to constitution, r",1810-01-22,11,5
2079,"Cmte on HR bill, r",1810-01-24,11,5
2080,Cmte on Hr bill for relief of Jared Shattuck,1810-01-31,11,5
2081,"Cmte on HR bill authorizing discharge of William Hawkins from his
imprisonment",1810-01-31,11,5
2082,"cmte on HR bill for appointment of additional judge & extending
right of suffrage to citizens in Madison County MS",1810-01-31,11,5
2083,"cmte on Bayard's bill, r",1810-01-31,11,5
2084,"Cmte on WDC citizens petition, signed Walter Jones & others, r",1810-02-01,11,5
2085,"cmte on petitions of Thomas Beall of Georgetown & others, and
William Marbury & others of WDC",1810-02-02,11,5
2086,"Cmte on HR bill to prescribe mode of application for purchase
land & relief of Joab Garret",1810-02-02,11,5
2087,cmte on HR bill making appropriations for 1810,1810-02-06,11,5
2088,,1810-02-06,11,5
2089,"Cmte to whom recommitted HR bill to remove slaves from one part
of DC to another",1810-02-06,11,6
2090,emte on HR bill to extend time for locating VA military warrants,1810-02-10,11,6
2091,"cmte on HR bill to prevent issuing of sea letters, except to
certain vessels",1810-02-12,11,6
2092,"Cmte to whom recommitted bill to incorporate company for making
certain turnpike roads in WDC",1810-02-12,11,6
2093,"Cmte to whom recommitted Reed's amendment to constitution, r",1810-02-13,11,6
2094,"Cmte to whom recommitted bill granting preemption right to
purchasers of public lands in certain cases",1810-02-15,11,6
2095,"Cmte on Erie literary society petition, r",1810-02-19,11,6
2096,"Cmte on Joseph Joshua Dyster's petition, r",1810-02-19,11,6
2097,"Cmte to whom recommitted Reed's motion for constitutional
amendment, r",1810-02-20,11,6
2098,"Cmte to consider expediency of employing the torpedo or submarine
explosions in conjunction with naval and military operations of
US for better defense of ports & harbors",1810-02-21,11,6
2099,cmte on HR bill making appropriations for military establishment,1810-02-21,11,6
2100,Cmte on HR bill making appropriations for naval establishment,1810-02-21,11,6
2101,Cmte on HR bill for 3rd census,1810-02-22,11,6
2102,Cmte on petition of Richard B,1810-02-23,11,6
2103,"cmte to whom bill authorizing removal of slaves from’one part of
WDC to another, with amendments",1810-02-26,11,6
2104,"Cmte on Leib's motion to consider expediency of allowing
additional rations to commanders of separate posts",1810-02-27,11,7
2105,"Cmte on Campbell's bill altering time for holding district court
in OH",1810-02-28,11,7
2106,"Cmte to whom recommitted bill for relief of Joseph Summerl, Simon
Philipson, William Hamon, Archibald M'Call and Isaac Clason",1810-03-01,11,7
2107,"Cmte to whom recommitted HR bill to prevent issuing of sea
letters",1810-03-02,11,7
2108,Cmte to whom recommitted HR bill for 3rd census,1810-03-06,11,7
2109,"Cmte on petitions from Athens and Marietta OH, r",1810-03-06,11,7
2110,"Cmte of Conference on bill, r",1810-03-06,11,7
2111,"Cmte on Bradley's motion to consider if any provisions necessary

“in relation to intercourse between US and Barbary powers, with
leave to report by bill",1810-03-07,11,7
2112,"Cmte to whom recommitted bill altering times for holding district
court in OH",1810-03-08,11,7
2113,"Cmte on memorial of legislature of territory of Orleans, r",1810-03-12,11,7
2114,"emte on Bradley's bill for preservation of peace & maintenance of
authority of US in ports, harbors, & waters under their
jurisdiction",1810-03-12,11,7
2115,"cmte on HR Bill to make public a road in Washington county, in
DC",1810-03-13,11,7
2116,"emte on HR bill for establishment of turnpike company in
Alexandria",1810-03-13,11,7
2117,"Cmte on Bayard's motion to consider Sec of T's reports on

national bank, with leave to report by bill",1810-03-13,11,7
2118,cmte of Conference on Census bill,1810-03-14,11,8
2119,Cmte on HR bill for post,1810-03-20,11,8
2120,Cmte on HR bill for relief of Elizabeth Hamilton,1810-03-20,11,8
2121,"emte on HR bill for relief of Amey Dardin, widow & rep of David
Dardin",1810-03-20,11,8
2122,Cmte on petition of Fontaine Maury,1810-03-21,11,8
2123,"Cmte on petition of George Andrews & others, DC turnpike",1810-03-21,11,8
2124,"Cmte on petition of Urban Guillet, Society of La Trappe",1810-03-21,11,8
2125,Jt cmte on necessary business,1810-03-21,11,8
2126,"cmte on Pope's motion that so much of Sec of T's report on roads
and canals respecting OH canal, with leave to report by bill or
otherwise",1810-03-22,11,8
2127,Cmte on HR bill authorizing detachment from militia,1810-03-22,11,8
2128,"Cmte to whom recommitted bill for granting right of pre-emption
to purchasers of public lands in certain cases",1810-03-22,11,8
2129,cmte on Bayard's bill to amend laws within DC,1810-03-23,11,8
2130,"Cmte on Whiteside's motion to consider if any provisions
necessary for relief of persons imprisoned on process with leave
to report by bill or otherwise",1810-03-23,11,8
2131,"Cmte on Bayard's bill authorizing sale & grant of land to
Chesapeake & DE canal company",1810-03-23,11,8
2132,"Cmte to whom recommitted bill for establishment of quarter
master's dept",1810-03-27,11,8
2133,"emte to whom recommitted bill granting right of pre-emption to
purchasers of public lands in certain cases",1810-03-27,11,9
2134,"cmte on HR bill for discharge of Phineas Varney from
imprisonment",1810-03-28,11,9
2135,emte on HR bill for relief of Tristam Hussey,1810-03-28,11,9
2136,Cmte on HR bill for discharge of John Kerr from imprisonment,1810-03-28,11,9
2137,emte on memorial of proprietors of Middlesex Canal,1810-03-30,11,9
2138,cmte on Clay's bill to regulate trade with Indian tribes,1810-03-30,11,9
2139,"Cmte on Anderson's motion to inquire if any alterations necessary
in act establishing trading houses with Indian tribes with leave
to report bill",1810-03-30,11,9
2140,cmte to whom recommitted bill for discharge of John Kerr,1810-04-02,11,9
2141,cmte to whom recommitted petition of Richard B,1810-04-02,11,9
2142,"cmte on bill for relief of Jared Shattuck with PUS's message of
March 30",1810-04-03,11,9
2143,"Cmte on bill to examine into title of batture in front of suburb
St",1810-04-06,11,9
2144,"cmte report on petition of Urban Guillet, Society La
Trappe",1810-04-07,11,9
2145,"Cmte to whom recommitted PO bill for purpose of further amending
so to abridge privilege of franking letters & packets, esp in
respect to postmasters",1810-04-09,11,9
2146,Cmte on HR bill for relief of John Thompson,1810-04-09,11,9
2148,Jt Cmte to wait on PUS,1813-05-24,13,1
2149,emte 42nd rule,1813-05-24,13,1
2150,emte 22nd rule,1813-05-24,13,1
2151,Jt cmte on enrolled bills,1813-05-24,13,1
2152,cmte on library,1813-05-26,13,1
2153,"Cmte on Campbell's motion so much of PUS's message on foreign
relations with leave to report by bill or otherwise",1813-05-27,13,1
2154,"Cmte on Campbell's motion so much of PUS's message on naval

establishment with leave to report by bill or otherwise",1813-05-27,13,1
2155,cmte in place of Cutts absent,1813-05-27,13,1
2156,"Cmte on Anderson's motion so much of PUS's message on military
establishment",1813-05-31,13,1
2157,"Cmte on petition of Alexander Pheonix with leave to report by

bill or otherwise",1813-05-31,13,1
2158,"Cmte on memorial of sundry inhabitants of NYC, natives of UK",1813-06-01,13,1
2159,"Cmte on Smith's bill to amend law providing for calling forth
militia, etc",1813-06-02,13,1
2160,"cmte on petition of Thomas Sim Lee & others with leave to report

by bill or otherwise",1813-06-02,13,1
2162,"cmte on HR bill to amend law for laying & collecting direct
taxes",1814-01-12,13,10
2163,"Cmte on Worthington's motion to consider propriety of increasing
salaries of clerks & other officers of Congress with leave to
report by bill or otherwise",1814-01-12,13,10
2164,"Cmte on Daggett's motion to consider expediency of making further
provisions, r",1814-01-12,13,10
2165,cmte discharged,1814-01-18,13,10
2166,Cmte to whom recommitted bill for Union Bank of Alexandria,1814-01-20,13,10
