first_name,middle_name,last_name,age,congress,state,party,votes,committee_name,date,senator_id,senator_congress_id,committee_id
James,,Hillhouse,51,9,CT,Federalist,3,Cmte on rules - 5 members,1806-01-10,H000618,310,1065
Aaron,,Kitchell,61,9,NJ,Democratic Republican,2,Cmte on rules - 5 members,1806-01-10,K000246,313,1065
George,,Logan,52,9,PA,Democratic Republican,1,Cmte on rules - 5 members,1806-01-10,L000401,293,1065
Samuel,,Maclay,64,9,PA,Democratic Republican,1,Cmte on rules - 5 members,1806-01-10,M000029,294,1065
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,3,Cmte on rules - 5 members,1806-01-10,M000831,295,1065
Andrew,,Moore,53,9,VA,Democratic Republican,4,Cmte on rules - 5 members,1806-01-10,M000891,314,1065
William,,Plumer,46,9,NH,Federalist,1,Cmte on rules - 5 members,1806-01-10,P000393,297,1065
John,,Smith,53,9,NY,Democratic Republican,1,Cmte on rules - 5 members,1806-01-10,S000566,318,1065
Israel,,Smith,46,9,VT,Democratic Republican,2,Cmte on rules - 5 members,1806-01-10,S000557,298,1065
Thomas,,Sumter,71,9,SC,Democratic Republican,3,Cmte on rules - 5 members,1806-01-10,S001073,299,1065
Buckner,,Thruston,42,9,KY,Democratic Republican,1,Cmte on rules - 5 members,1806-01-10,T000249,308,1065
Uriah,,Tracy,50,9,CT,Federalist,19,Cmte on rules - 5 members,1806-01-10,T000348,300,1065
Samuel,,White,35,9,DE,Federalist,2,Cmte on rules - 5 members,1806-01-10,W000392,301,1065
Thomas,,Worthington,32,9,OH,Democratic Republican,1,Cmte on rules - 5 members,1806-01-10,W000750,302,1065
Robert,,Wright,53,9,MD,Democratic Republican,3,Cmte on rules - 5 members,1806-01-10,W000768,309,1065
John,,Adair,48,9,KY,Democratic Republican,8,cmte on bill for regulating the army,1806-01-13,A000026,315,1066
John,Quincy,Adams,38,9,MA,Federalist,12,cmte on bill for regulating the army,1806-01-13,A000041,303,1066
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,11,cmte on bill for regulating the army,1806-01-13,A000197,304,1066
Abraham,,Baldwin,51,9,GA,Democratic Republican,4,cmte on bill for regulating the army,1806-01-13,B000084,288,1066
Stephen,Row,Bradley,51,9,VT,Democratic Republican,10,cmte on bill for regulating the army,1806-01-13,B000745,289,1066
John,,Condit,50,9,NJ,Democratic Republican,1,cmte on bill for regulating the army,1806-01-13,C000671,290,1066
Nicholas,,Gilman,50,9,NH,Democratic Republican,5,cmte on bill for regulating the army,1806-01-13,G000215,292,1066
James,,Jackson,48,9,GA,Democratic Republican,1,cmte on bill for regulating the army,1806-01-13,J000017,312,1066
Aaron,,Kitchell,61,9,NJ,Democratic Republican,1,cmte on bill for regulating the army,1806-01-13,K000246,313,1066
George,,Logan,52,9,PA,Democratic Republican,1,cmte on bill for regulating the army,1806-01-13,L000401,293,1066
Samuel,,Maclay,64,9,PA,Democratic Republican,2,cmte on bill for regulating the army,1806-01-13,M000029,294,1066
Andrew,,Moore,53,9,VA,Democratic Republican,4,cmte on bill for regulating the army,1806-01-13,M000891,314,1066
Timothy,,Pickering,60,9,MA,Federalist,2,cmte on bill for regulating the army,1806-01-13,P000324,296,1066
John,,Smith,53,9,NY,Democratic Republican,5,cmte on bill for regulating the army,1806-01-13,S000566,318,1066
John,,Smith,53,9,NY,Democratic Republican,4,cmte on bill for regulating the army,1806-01-13,S000566,318,1066
Daniel,,Smith,57,9,TN,Democratic Republican,4,cmte on bill for regulating the army,1806-01-13,S000524,306,1066
Israel,,Smith,46,9,VT,Democratic Republican,1,cmte on bill for regulating the army,1806-01-13,S000557,298,1066
Thomas,,Sumter,71,9,SC,Democratic Republican,13,cmte on bill for regulating the army,1806-01-13,S001073,299,1066
Buckner,,Thruston,42,9,KY,Democratic Republican,1,cmte on bill for regulating the army,1806-01-13,T000249,308,1066
Uriah,,Tracy,50,9,CT,Federalist,7,cmte on bill for regulating the army,1806-01-13,T000348,300,1066
James,,Turner,39,9,NC,Democratic Republican,1,cmte on bill for regulating the army,1806-01-13,T000423,320,1066
Samuel,,White,35,9,DE,Federalist,13,cmte on bill for regulating the army,1806-01-13,W000392,301,1066
Thomas,,Worthington,32,9,OH,Democratic Republican,1,cmte on bill for regulating the army,1806-01-13,W000750,302,1066
Robert,,Wright,53,9,MD,Democratic Republican,10,cmte on bill for regulating the army,1806-01-13,W000768,309,1066
John,,Adair,48,9,KY,Democratic Republican,1,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,A000026,315,1067
John,Quincy,Adams,38,9,MA,Federalist,11,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,A000041,303,1067
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,11,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,A000197,304,1067
Abraham,,Baldwin,51,9,GA,Democratic Republican,14,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,B000084,288,1067
Stephen,Row,Bradley,51,9,VT,Democratic Republican,8,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,B000745,289,1067
John,,Condit,50,9,NJ,Democratic Republican,3,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,C000671,290,1067
Nicholas,,Gilman,50,9,NH,Democratic Republican,1,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,G000215,292,1067
James,,Jackson,48,9,GA,Democratic Republican,3,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,J000017,312,1067
George,,Logan,52,9,PA,Democratic Republican,6,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,L000401,293,1067
Samuel,,Maclay,64,9,PA,Democratic Republican,6,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,M000029,294,1067
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,6,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,M000831,295,1067
Andrew,,Moore,53,9,VA,Democratic Republican,1,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,M000891,314,1067
Timothy,,Pickering,60,9,MA,Federalist,2,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,P000324,296,1067
William,,Plumer,46,9,NH,Federalist,3,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,P000393,297,1067
John,,Smith,53,9,NY,Democratic Republican,1,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,S000566,318,1067
John,,Smith,53,9,NY,Democratic Republican,1,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,S000566,318,1067
John,,Smith,70,9,OH,Democratic Republican,7,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,S000567,319,1067
Daniel,,Smith,57,9,TN,Democratic Republican,2,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,S000524,306,1067
Israel,,Smith,46,9,VT,Democratic Republican,3,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,S000557,298,1067
Thomas,,Sumter,71,9,SC,Democratic Republican,8,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,S001073,299,1067
Buckner,,Thruston,42,9,KY,Democratic Republican,5,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,T000249,308,1067
Uriah,,Tracy,50,9,CT,Federalist,7,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,T000348,300,1067
James,,Turner,39,9,NC,Democratic Republican,3,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,T000423,320,1067
Samuel,,White,35,9,DE,Federalist,3,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,W000392,301,1067
Thomas,,Worthington,32,9,OH,Democratic Republican,4,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,W000750,302,1067
Robert,,Wright,53,9,MD,Democratic Republican,5,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,W000768,309,1067
John,,Adair,48,9,KY,Democratic Republican,4,Cmte on petition of Galliopolis,1806-01-14,A000026,315,1068
John,Quincy,Adams,38,9,MA,Federalist,1,Cmte on petition of Galliopolis,1806-01-14,A000041,303,1068
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,3,Cmte on petition of Galliopolis,1806-01-14,A000197,304,1068
Abraham,,Baldwin,51,9,GA,Democratic Republican,3,Cmte on petition of Galliopolis,1806-01-14,B000084,288,1068
Stephen,Row,Bradley,51,9,VT,Democratic Republican,4,Cmte on petition of Galliopolis,1806-01-14,B000745,289,1068
John,,Condit,50,9,NJ,Democratic Republican,1,Cmte on petition of Galliopolis,1806-01-14,C000671,290,1068
James,,Fenner,34,9,RI,Democratic Republican,1,Cmte on petition of Galliopolis,1806-01-14,F000074,311,1068
George,,Logan,52,9,PA,Democratic Republican,2,Cmte on petition of Galliopolis,1806-01-14,L000401,293,1068
Samuel,,Maclay,64,9,PA,Democratic Republican,1,Cmte on petition of Galliopolis,1806-01-14,M000029,294,1068
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,2,Cmte on petition of Galliopolis,1806-01-14,M000831,295,1068
Andrew,,Moore,53,9,VA,Democratic Republican,1,Cmte on petition of Galliopolis,1806-01-14,M000891,314,1068
Timothy,,Pickering,60,9,MA,Federalist,1,Cmte on petition of Galliopolis,1806-01-14,P000324,296,1068
William,,Plumer,46,9,NH,Federalist,1,Cmte on petition of Galliopolis,1806-01-14,P000393,297,1068
John,,Smith,53,9,NY,Democratic Republican,7,Cmte on petition of Galliopolis,1806-01-14,S000566,318,1068
John,,Smith,70,9,OH,Democratic Republican,1,Cmte on petition of Galliopolis,1806-01-14,S000567,319,1068
Daniel,,Smith,57,9,TN,Democratic Republican,5,Cmte on petition of Galliopolis,1806-01-14,S000524,306,1068
Israel,,Smith,46,9,VT,Democratic Republican,4,Cmte on petition of Galliopolis,1806-01-14,S000557,298,1068
Buckner,,Thruston,42,9,KY,Democratic Republican,4,Cmte on petition of Galliopolis,1806-01-14,T000249,308,1068
Uriah,,Tracy,50,9,CT,Federalist,1,Cmte on petition of Galliopolis,1806-01-14,T000348,300,1068
Samuel,,White,35,9,DE,Federalist,1,Cmte on petition of Galliopolis,1806-01-14,W000392,301,1068
Thomas,,Worthington,32,9,OH,Democratic Republican,12,Cmte on petition of Galliopolis,1806-01-14,W000750,302,1068
John,,Adair,48,9,KY,Democratic Republican,1,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,A000026,315,1069
John,Quincy,Adams,38,9,MA,Federalist,16,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,A000041,303,1069
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,21,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,A000197,304,1069
Abraham,,Baldwin,51,9,GA,Democratic Republican,16,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,B000084,288,1069
Stephen,Row,Bradley,51,9,VT,Democratic Republican,3,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,B000745,289,1069
John,,Condit,50,9,NJ,Democratic Republican,4,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,C000671,290,1069
James,,Fenner,34,9,RI,Democratic Republican,2,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,F000074,311,1069
John,,Gaillard,40,9,SC,Democratic Republican,1,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,G000005,291,1069
Nicholas,,Gilman,50,9,NH,Democratic Republican,5,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,G000215,292,1069
Benjamin,,Howland,50,9,RI,Democratic Republican,3,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,H000870,317,1069
Aaron,,Kitchell,61,9,NJ,Democratic Republican,5,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,K000246,313,1069
George,,Logan,52,9,PA,Democratic Republican,19,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,L000401,293,1069
Samuel,,Maclay,64,9,PA,Democratic Republican,2,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,M000029,294,1069
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,18,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,M000831,295,1069
Andrew,,Moore,53,9,VA,Democratic Republican,1,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,M000891,314,1069
Timothy,,Pickering,60,9,MA,Federalist,2,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,P000324,296,1069
John,,Smith,53,9,NY,Democratic Republican,19,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,S000566,318,1069
John,,Smith,53,9,NY,Democratic Republican,1,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,S000566,318,1069
John,,Smith,70,9,OH,Democratic Republican,1,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,S000567,319,1069
Daniel,,Smith,57,9,TN,Democratic Republican,1,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,S000524,306,1069
Israel,,Smith,46,9,VT,Democratic Republican,2,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,S000557,298,1069
Thomas,,Sumter,71,9,SC,Democratic Republican,3,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,S001073,299,1069
Buckner,,Thruston,42,9,KY,Democratic Republican,1,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,T000249,308,1069
Uriah,,Tracy,50,9,CT,Federalist,17,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,T000348,300,1069
James,,Turner,39,9,NC,Democratic Republican,2,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,T000423,320,1069
Samuel,,White,35,9,DE,Federalist,3,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,W000392,301,1069
Thomas,,Worthington,32,9,OH,Democratic Republican,1,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,W000750,302,1069
Robert,,Wright,53,9,MD,Democratic Republican,5,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,W000768,309,1069
Abraham,,Baldwin,51,9,GA,Democratic Republican,7,Cmte bill St Domingo commerce,1806-01-16,B000084,288,1070
Stephen,Row,Bradley,51,9,VT,Democratic Republican,6,Cmte bill St Domingo commerce,1806-01-16,B000745,289,1070
Nicholas,,Gilman,50,9,NH,Democratic Republican,7,Cmte bill St Domingo commerce,1806-01-16,G000215,292,1070
Benjamin,,Howland,50,9,RI,Democratic Republican,1,Cmte bill St Domingo commerce,1806-01-16,H000870,317,1070
Aaron,,Kitchell,61,9,NJ,Democratic Republican,3,Cmte bill St Domingo commerce,1806-01-16,K000246,313,1070
George,,Logan,52,9,PA,Democratic Republican,17,Cmte bill St Domingo commerce,1806-01-16,L000401,293,1070
Samuel,,Maclay,64,9,PA,Democratic Republican,3,Cmte bill St Domingo commerce,1806-01-16,M000029,294,1070
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,2,Cmte bill St Domingo commerce,1806-01-16,M000831,295,1070
Andrew,,Moore,53,9,VA,Democratic Republican,2,Cmte bill St Domingo commerce,1806-01-16,M000891,314,1070
John,,Smith,53,9,NY,Democratic Republican,5,Cmte bill St Domingo commerce,1806-01-16,S000566,318,1070
John,,Smith,70,9,OH,Democratic Republican,1,Cmte bill St Domingo commerce,1806-01-16,S000567,319,1070
Israel,,Smith,46,9,VT,Democratic Republican,1,Cmte bill St Domingo commerce,1806-01-16,S000557,298,1070
Thomas,,Sumter,71,9,SC,Democratic Republican,4,Cmte bill St Domingo commerce,1806-01-16,S001073,299,1070
Uriah,,Tracy,50,9,CT,Federalist,2,Cmte bill St Domingo commerce,1806-01-16,T000348,300,1070
